Region,Country,State/Province,City,Location Name,Screen AR,Digital Projector, max AR (Digital),Film Projector,Screen Dimensions,Commercial Films Shown
Americas,United States,Missouri,Kansas City,AMC Barry Woods 24 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.70 m x 10.10 m,Yes
Americas,United States,Missouri,St. Louis,"OMNIMAX, St. Louis Science Center",1.43:1,IMAX Dome with Laser,1.43:1,,24.10 m x 17.9 m,
Americas,United States,Nevada,Las Vegas,AMC Town Square 18 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.10 m x 11.30 m,Yes
Americas,United States,Nevada,North Las Vegas,Regal Aliante & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.50 m x 10.10 m,Yes
Americas,United States,New Jersey,Cherry Hill,AMC Cherry Hill 24 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.50 m x 8.50 m,Yes
Americas,United States,New Jersey,Clifton,AMC Clifton Commons 16 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,13.70 m x 7.30 m,Yes
Americas,United States,New Jersey,New Brunswick,AMC New Brunswick 18 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.80 m x 9.70 m,Yes
Americas,United States,New Jersey,Paramus,AMC Garden State 16 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.40 m x 11.40 m,Yes
Americas,United States,New Jersey,Rockaway,AMC Rockaway 16 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.50 m x 9.20 m,Yes
Americas,United States,New York,Deer Park,Regal Deer Park & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.20 m x 9.50 m,Yes
Americas,United States,New York,Fresh Meadows,AMC Fresh Meadows 7 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Americas,United States,New York,New Rochelle,Regal New Roc & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,,24.80 m x 18.10 m,Yes
Americas,United States,New York,New York,AMC 34th Street 14 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.50 m x 9.20 m,Yes
Americas,United States,New York,New York,AMC Empire 25 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.70 m x 8.50 m,Yes
Americas,United States,New York,New York,AMC Kips Bay 15 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,18.30 m x 8.40 m,Yes
Americas,United States,New York,New York,AMC Lincoln Square 13 & IMAX,1.43:1,IMAX GT Laser,1.43:1,IMAX GT3D 15/70 m m,30.78 m x 23.04 m,Yes
Americas,United States,New York,Staten Island,AMC Staten Island 11 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.80 m x 9.40 m,Yes
Americas,United States,New York,Stony Brook,AMC Stony Brook 17 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.90 m x 8.50 m,Yes
Americas,United States,North Carolina,Charlotte,Accenture IMAX Dome Theatre at Discovery Place,1.43:1,IMAX Dome with Laser,1.43:1,,24.10 m x 17.8 m,
Americas,United States,North Carolina,Concord,AMC Concord Mills 24 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,14.70 m x 8.20 m,Yes
Americas,United States,North Carolina,Durham,AMC Southpoint 17 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.10 m x 10.50 m,Yes
Americas,United States,North Carolina,Fayetteville,AMC Fayetteville 14 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.10 m x 10.90 m,Yes
Americas,United States,North Carolina,High Point,Regal Palladium & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.20 m x 9.10 m,Yes
Americas,United States,Ohio,Cincinnati,Robert D. Lindner Family OMNIMAX Theater,1.43:1,IMAX Dome with Laser,1.43:1,,22.00 m x 13.0 m,
Americas,United States,Ohio,Columbus,Lennox Town Center & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.70 m x 9.20 m,Yes
Americas,United States,Oklahoma,Moore,Regal Warren Moore & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,,24.40 m x 18.30 m,Yes
Americas,United States,Pennsylvania,Bensalem,AMC Neshaminy 24 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,18.30 m x 9.80 m,Yes
Americas,United States,Pennsylvania,King of Prussia,Regal UA King of Prussia & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,IMAX 15/70 m m,22.30 m x 15.90 m,Yes
Americas,United States,Pennsylvania,Warrington,Regal Warrington Crossing & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.80 m x 8.20 m,Yes
Americas,United States,Pennsylvania,West Homestead,AMC Waterfront 22 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.30 m x 8.50 m,Yes
Americas,United States,Rhode Island,Providence,Providence Place Cinemas 16 and IMAX,1.43:1,IMAX Digital,1.90:1,IMAX GT3D 15/70 m m,24.70 m x 18.60 m,Yes
Americas,United States,Tennessee,Chattanooga,"IMAX 3D, Tennessee Aquarium",1.43:1,IMAX GT Laser,1.43:1,,26.60 m x 21.00 m,Yes
Americas,United States,Tennessee,Franklin,AMC Thoroughbred 20 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,21.10 m x 11.60 m,Yes
Americas,United States,Tennessee,Knoxville,Regal Pinnacle & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,18.60 m x 11.20 m,Yes
Americas,United States,Tennessee,Nashville,Regal Opry Mills & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,IMAX GT3D 15/70 m m,27.40 m x 20.0 m,Yes
Americas,United States,Texas,Austin,"IMAX, The Bullock Texas State History Museum",1.43:1,IMAX GT Laser,1.43:1,,25.10 m x 19.00 m,Yes
Americas,United States,Texas,Austin,Regal Gateway & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.20 m x 9.00 m,Yes
Americas,United States,Texas,Austin,AMC Barton Creek Square 14 & IMAX,1.90:1,IMAX Digital,1.90:1,,,Yes
Americas,United States,Texas,Austin,EVO Cinemas Belterra Village & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Americas,United States,Texas,Dallas,AMC Northpark 15 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,20.00 m x 11.10 m,Yes
Americas,United States,Texas,Dallas,Cinemark Dallas & IMAX,1.43:1,IMAX Digital,1.90:1,IMAX SR 15/70 m m,21.60 m x 16.10 m,Yes
Americas,United States,Texas,Edinburg,AMC Edinburg 18 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,23.0 m x 14 m,Yes
Americas,United States,Texas,Frisco,AMC Stonebriar 24 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.90 m x 8.80 m,Yes
Americas,United States,Texas,Houston,AMC Willowbrook 24 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,17.10 m x 9.50 m,Yes
Americas,United States,Texas,Houston,Regal Edwards Houston Marquee & IMAX,1.43:1,IMAX Laser CoLa,1.90:1,,22.90 m x 17.40 m,Yes
Americas,United States,Texas,Hutto,Hooky Hutto & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Americas,United States,Texas,Kyle,EVO Entertainment Kyle & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,,Yes
Americas,United States,Texas,San Antonio,AMC Rivercenter 11 & IMAX (Auditorium 10),1.43:1,IMAX Digital,1.90:1,,21.30 m x 16.10 m,Yes
Americas,United States,Texas,San Antonio,AMC Rivercenter 11 & IMAX (Auditorium 11),1.43:1,IMAX Digital,1.90:1,IMAX 15/70 m m,25.90 m x 18.90 m,Yes
Americas,United States,Texas,Shenandoah,AMC Metropark 10 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.00 m x 10.00 m,Yes
Americas,United States,Virginia,Alexandria,AMC Hoffman 22,1.90:1,IMAX Laser CoLa,1.90:1,,15.5 m x 8.5 m,Yes
Americas,United States,Virginia,Ashburn,Regal Fox & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.80 m x 9.50 m,Yes
Americas,United States,Virginia,Chantilly,"Airbus IMAX, Steven F. Udvar-Hazy Center",1.43:1,IMAX GT Laser,1.43:1,,26.10 m x 19.00 m,Yes
Americas,United States,Virginia,McLean,AMC Tysons Corner 16 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.80 m x 12.20 m,Yes
Americas,United States,Virginia,Virginia Beach,AMC Lynnhaven 18 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.80 m x 9.10 m,Yes
Americas,United States,Virginia,Woodbridge,AMC Potomac Mills 18 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,16.00 m x 9.00 m,Yes
Americas,United States,Washington,Kent,AMC Kent Station 14 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.70 m x 8.80 m,Yes
Americas,United States,Washington,Lynnwood,AMC Alderwood Mall 16 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,19.20 m x 10.70 m,Yes
Americas,United States,Washington,Seattle,"Boeing IMAX, Pacific Science Center",1.43:1,IMAX GT Laser,1.43:1,,24.40 m x 18.10 m,Yes
Americas,United States,Washington,Tukwila,AMC Southcenter 16 & IMAX,1.90:1,IMAX Laser CoLa,1.90:1,,15.80 m x 8.70 m,Yes
